Iteration,ParticleLocations,FunctionCost
0,"[[6.1678565969466685, -10.130768988974735], [-2.2295803798500096, -1.833978891810748], [12.443471002621175, -12.569298426078952], [20, -9.110019912527008], [7.391066898293788, -10.987150232997301], [7.794296602482429, -6.498631095761365], [-2.033551071160515, -6.059840332626855], [5.750747698805295, -9.697769002020877], [7.4602008146561865, -10.630439425605692], [9.2860219988926, -12.514597154205322]]",187.2959482204152
1,"[[1.6044994999765834, -5.435347896226734], [-17.51287737809451, -9.345335600189358], [5.41295999488933, -0.8467495998094616], [20, 5.641417982182764], [0.21141212764037753, -2.698322197114404], [-6.0926918590347015, -17.249266438549874], [2.0242602792858237, -20], [-5.430786048807228, -7.902966847304973], [12.022545836862585, -6.21525425595943], [4.976062286244149, 11.01880797869907]]",22.019935505756536
2,"[[-4.627478201447142, -0.28440351541296494], [1.5903558731618226, -4.664040254231571], [-5.142562622492833, 7.144491847079884], [20, 7.739804691512207], [-5.3010106737455835, 3.3644238086985023], [-9.43302275844605, -3.0083342508367394], [-2.562552575023626, -20], [-7.883152537091294, -3.369332273360688], [-2.9405233499000367, 1.1574645126082599], [-4.730710606049145, 15.232309474579566]]",22.019935505756536
3,"[[-7.862861179306383, 4.641705097414691], [12.000545723035012, 4.433002879758899], [-9.754624064445988, 7.19500638046002], [19.19173646367292, 5.886963342809605], [-8.33843721431572, 6.068316674357657], [-9.067193475548185, 9.383969038079561], [-6.455135082818302, -16.47507068452768], [-4.468212620439409, 2.2216773532169762], [-13.414671780633872, 6.3183676506056425], [-11.110678572306428, 2.89737236916106]]",15.18449036897552
4,"[[-2.210682047446574, 5.521200300425617], [-8.752480482937779, 7.803212930429858], [-6.369954911255732, -2.758672584484552], [9.692947832067135, 3.40604529163713], [-9.045713611437336, 3.6290190007944374], [-2.4626283965499196, 13.18092059790703], [-5.0842706271657665, 10.948007484257701], [-1.961952008446087, 4.250997929583749], [-1.54365281481798, 5.118087525476324], [-0.19849383860858083, -6.249784002336563]]",15.18449036897552
5,"[[1.3261803068730322, -1.5362492828844756], [-12.628283864617545, 2.530572081480016], [-3.8182257159635156, -7.782912116232087], [-1.4628938494336072, 1.1699995919016541], [-0.7055573766918251, -1.0306956369626952], [1.891359651086388, 12.370663215798345], [-3.9820399560835136, 20], [-0.8413491893163543, 5.405591900337393], [6.080510737250636, 1.1468284364012948], [3.2104395496011238, -4.824730015209583]]",15.18449036897552
6,"[[-0.043845689643579266, -6.252120444052665], [0.5096367806574644, -2.5960411637850944], [0.7116432383704585, -5.295735654609324], [-8.546900527664263, -3.2785752782893423], [5.132551987630032, -4.292495883392688], [2.083802857649946, 7.203149120810613], [-2.1488779251411296, 3.5958986690838586], [0.17016954082791313, 5.162414536138087], [7.18545028615409, -4.444860506465717], [2.7471892151519666, 1.34909568400363]]",14.5018196602201
7,"[[-1.3537113323632162, 0.3174518457665503], [7.695193712171438, -4.469415261672693], [2.2010265897111165, -2.7940643659335733], [-11.107252563356855, -3.825506991357053], [-1.7932423254198815, -5.625267616856544], [-0.19324899387472616, -11.451239125119026], [2.0089726187645915, -13.225575430916756], [-0.02242307719671266, -0.019464858855674727], [6.168482102653954, -7.10216093352085], [0.6850786049566651, 2.755491061206848]]",14.5018196602201
8,"[[-0.5507218110541248, 4.663198883799622], [4.228517778671525, -2.152302350545326], [2.468537349723609, 3.2097625840444937], [-7.2488993293478625, 1.693216033180427], [-3.71100592667581, -3.6762193621707837], [-1.5569598402709532, -19.10012988236], [3.309311988167763, -0.5904914408888082], [-0.1572379098139507, -3.6467804353513076], [-4.0327826998340335, -0.5431155003570867], [-1.1447044463546467, 0.14352915696784807]]",0.17466013419845794
9,"[[0.5188193336645346, 0.34104334391323743], [-4.018791826367738, -0.44604296514088926], [1.3700118522142493, 1.4374395374762021], [8.392047438567678, 3.4310859983123856], [-3.3407916575329626, 3.160024033190038], [-1.817310925089367, -20], [0.6711985563769733, 9.394911824046556], [0.008848100607286802, -3.239657024698564], [-11.074977522640332, 4.289782014748462], [-0.8287862288953853, -1.9984237143329264]]",0.17466013419845794
10,"[[0.40107687434865724, -2.7330790987819746], [-9.3052726311711, 1.5694750339457606], [0.29888823821043786, -2.607965212853126], [6.336738134095867, -1.6989282287740042], [2.0849194567474214, 3.218798144442247], [-1.128733932766489, 5.3496299228319515], [-2.4585627023196026, 10.272384846258774], [0.07226845661958839, -0.24237366504163838], [-10.301361495006358, 0.34435231599653093], [0.8572276488049353, -0.564811723391617]]",0.17466013419845794
11,"[[-0.22668565182517364, -4.227557939177844], [-8.481935059466577, 0.3998016675228837], [-0.8165935720503086, -1.151799674644883], [-0.8130328207424924, -2.0740707020765043], [2.3839442862579134, 0.10701501936915081], [-0.5687991802142355, 16.683551260010947], [-1.8304663624092679, -3.3486615302636817], [0.058544507315185845, 1.9898617352175139], [-6.468186033583644, -2.9177018787141376], [1.2517759700941093, 0.7057154609501279]]",0.17466013419845794
12,"[[-0.640478581600025, 0.4856706652946565], [-0.6397727776069448, -0.9968412975961511], [-1.2839525684105768, 0.20043355827169584], [-4.704240394586881, 1.1935820470758483], [1.1759454809621666, -2.2973612018965572], [0.7816040742084335, 9.289032229087145], [-0.5709244474677297, -7.522198970645943], [-0.044818316783806, 0.981191901809437], [-3.2640486889026974, -3.129528116972665], [0.1467196643882167, 0.2171718170930853]]",0.17466013419845794
13,"[[0.2507162914724599, 2.9272856497060085], [4.893938043901109, -1.6885146776822713], [-1.3115982673615758, 1.0284187997419854], [-3.91496328157654, 1.6724917146886902], [0.18915345320882504, -2.2704002638030474], [0.8418671029927359, 0.37028083967060255], [0.5552786221350186, 2.619186196063988], [-0.11218315772167875, -1.6417266291221877], [2.5758669404772583, -0.8172558236609353], [-0.6973543739508872, -0.18729932761450013]]",0.17466013419845794
14,"[[0.45922161518543536, -0.6483894140673163], [3.4734989342546734, 0.6811612908840843], [0.08403597676789398, 1.1761211628606305], [1.6941565254055035, -0.2570563744636949], [-0.9135577540871711, 0.9796792235673228], [0.36946309923072373, -6.647847713608124], [0.989033174516064, 9.270512469021394], [0.007681546258444499, -0.9749705342221806], [3.786969179020898, 1.8211632333835959], [-0.6933901415376423, -0.2833599159874192]]",0.17466013419845794
15,"[[-0.06683019209248775, -2.026603698493319], [-0.482681426291073, 1.7375185779490088], [0.8844324160231147, -0.27826862481923653], [5.16129852856678, -1.4541577122705511], [-1.3765600430243665, 2.4803222810757344], [0.03661591981384249, -2.875822230989666], [1.0554299695319502, 5.364658653654929], [0.05445059069698237, -0.10165882636930923], [2.7584157666760913, 2.2036656679230244], [0.2001448734646638, 0.15227605733362104]]",0.17466013419845794
16,"[[-0.4158894974975201, -1.9324767685732114], [-2.3733387233747987, 2.0491721830576592], [1.0659816440923722, -1.1006065760882056], [3.227888438170483, -1.2806205101769208], [-1.2048919107707188, 0.2962295297025195], [-0.23504730547117214, 3.2969831253050437], [0.009886190591162025, -4.917869547066501], [-0.018467754321535274, 0.5552503973634205], [-2.70839020139822, 0.6032855438743872], [0.7189847125694184, 0.20272789128624713]]",0.17466013419845794
17,"[[-0.4896916496660294, 0.06179813571728787], [-0.8047798377754998, -1.2833087275010735], [0.24891615050508975, 0.18459651183099313], [-1.1345944285453964, 1.343422872197004], [-0.6553593818717991, -1.2702507757008343], [-0.11836856132805162, 2.36949214793587], [-0.7477517571001969, -8.376328476896633], [-0.07650480459641248, 0.9644613158746455], [-6.431349671472727, -0.644197070688324], [0.5126334758664641, 0.13784739127926945]]",0.17466013419845794
18,"[[0.07669926853925679, 1.358548656764457], [1.8112468090323934, -2.894254419662748], [-0.687796419296818, 0.7559982132592654], [-2.285300933667045, 1.6047970554741657], [0.1550200643241717, -1.6721246953043651], [0.04949265379901496, -1.4424182010561046], [-1.0525326480367296, -1.2923853332271733], [-0.048244421354803245, -0.14307235133654583], [-7.849200023110425, -1.318905303559466], [-0.5492105047461733, -0.07029645718724381]]",0.17466013419845794
19,"[[0.35077302102017216, 1.8749499321596814], [0.11732287896653659, -3.847227498768377], [-0.5555379356573911, 0.9042499778509854], [-3.061420791379808, 0.7077328454271383], [0.4189698572098265, 1.1087175447472803], [0.15704046452505444, -3.154295630603863], [0.16707931621282257, 5.627856173593443], [-0.027317751254707954, -0.8185660466036565], [-4.3863461739083425, 0.6810054122009195], [-0.8788741137022087, -0.17357958541736945]]",0.17466013419845794
20,"[[0.14875043923831438, 1.339124782372426], [-1.2455684658827924, 0.5114001000317776], [0.07891752254070428, -0.1594046876847781], [-2.2796657674137895, -0.5979123438302298], [-0.10090663698568403, 2.9131283277789235], [-0.1121029082976912, 1.0071711637877452], [0.8039252314960859, 5.86156123775957], [-0.010264449751324081, -0.8803349412830115], [4.493476809163401, 1.6106242510609403], [-0.6052164396204495, -0.17000955850287672]]",0.17466013419845794
21,"[[-0.1330371565796024, -1.4625394227257735], [-2.1325949864349543, 2.631522305513629], [0.32812752221998676, -0.7665445408022851], [0.7568375721630423, -0.9825363163814418], [-0.41251264625806494, -1.3726481260146342], [-0.18258591809051014, 3.3763509262804448], [0.184560412072714, -1.9266212152387014], [-0.007482879581818593, -0.28775107251076226], [10.583289241157265, 1.881602405555358], [-0.10189249530324573, -0.10781921975635092]]",0.17466013419845794
22,"[[-0.26238779710835847, -2.019741003602524], [0.20013941999917284, -0.32069370442405143], [0.40525411226054275, 0.18157432910851834], [1.3668505841959608, -1.1559896580676257], [-0.3323200547202402, -3.003876723618217], [-0.17549986889568372, -1.0064594921092738], [-0.4624418689531973, -6.996515440821403], [-0.024119469656108873, 0.43186054990462985], [14.605294791548076, -0.7171048857679414], [0.3986855209971395, 0.027446969640560842]]",0.17466013419845794
23,"[[0.07280420599011028, -0.29443189122872115], [1.519677387856374, -1.9531895746060786], [-0.3680676360812455, 0.7291593451958768], [-0.43271756928395533, -0.8610843874572363], [0.15313753862518686, -1.4519513926409193], [-0.10809951731259979, -4.0303344759438335], [-0.4936165091798901, -1.5272754650233384], [-0.03325776112102874, 0.39539775600269345], [12.508822520053084, -1.734779311765242], [0.7358557288618903, 0.0569659407371436]]",0.17466013419845794
24,"[[0.23432507551431198, 1.1478725580715372], [-0.1645938440245378, -1.0348477462410597], [-0.551685584663594, 0.6707194491724103], [-1.6331113630224685, 0.07542615266896013], [0.385050394958509, 1.2058870542125406], [0.03399938953620418, 0.5101332277965147], [-0.22434366524628058, 4.9012193886532485], [-0.035370245381860406, 0.2961406068259905], [2.778167776538984, -1.107934461116206], [0.3583860600849185, -0.02512120681985533]]",0.17466013419845794
